job_title,location,company_name,job_desc
Senior Data Scientist,"Chevy Chase, MD",GEICO,"GEICO‚Äôs Data Science team uses predictive analytics and innovative machine learning models to create value from data. We solve problems across GEICO, from Marketing to Claims and Underwriting, and are responsible for developing and driving strategic mod"
data scientist,United States,Qikspace,"Job Summary
A talented data scientist with strong background in realtime big data solutions and contextual relevance frameworks.
Responsibilities
You will work as part of the core team and help us discover the information hidden in vast amounts of data, m"
Data Scientist,"Washington, DC",Tetra Tech,Tetra Tech is looking for a customer-oriented Data Solution Architect to join our team and support a growing project team at the Federal Aviation Administration (FAA). Qualified candidates will have experience working in a client facing environment and pr
Statistician / Data Scientist (Forecasting),"St. Louis, MO 63102 (Near North Riverfront area)",Federal Reserve Bank of St. Louis,"Statistician / Data Scientist (Forecasting)-262670
Federal Reserve Bank of St. Louis
Primary Location MO-St. Louis
Full-time / Part-time Full-time
Employee Status Regular
Overtime Status Exempt
Job Type Experienced
Travel Yes, 5 % of the Time
Shift Day Jo"
Data Scientist,"Seattle, WA",Trader Interactive,"Data Scientist for Trader Interactive LLC to work at our Redmond, WA loc. Construct innovative solutions for enhancing consumer experiences by deeply understanding + exploring data. Use advanced quantitative techniques for answering business questions. Cr"
Data Science,"Jacksonville, FL 32250",AMERICAN IT SOLUTIONS INC,We are hiring recent graduates who are interested in Java Developer and Dot Net Developer.Below are the details:Location: Across the USAVisa: OPT and H1B Sponsorship Training & Placements for multiple Technologies- References are much appreciatedJob Type:
Data Scientist,"New York, NY","Remedy BPCI Partners, LLC.","DS/ML stack:
Languages: Python, Spark, SQL
Algorithms: Classifications, Regressions, Neural Networks, Time series, Graphs
Infrastructure: AWS (EMR, EC2, S3, etc)
Visualization: Tableau or similar
What will you do?
Develop and/or use various algorithms to "
Data Scientist / Analyst,United States,Smartlocating Corporation,"Description
Looking to work at fun and dynamic software company? We're a growing software company looking for an experienced Data Scientist and Analyst to develop BI solutions to transcend data into actionable insight. As a winner of the 'Houston Best & B"
Data Scientist,"Albuquerque, NM",Sartorius Corporation,"Data Scientist

Data Scientist
Sartorius Stedim Data Analytics, a market leader in advanced analytics and provider of Umetrics Suite of Data Analytics Solutions, is on a strong growth path driving new innovative solutions in the field. It currently has an"
Data Scientist,"Boston, MA",Reputation Institute,"Office Location| Boston, US

Reputation Institute helps leaders at the world's largest companies build credibility with the people that matter most ‚Äîby delivering data-driven insights about how they are truly perceived. We do this with RepTrak¬Æ, an unr"
Statistician,"Newport Beach, CA 92660",Wave Neuroscience,Statistician ‚Äì Will be responsible for data management and analysis for clinical data that is collected as part of clinical practice and clinical studies/trials. Will work to ‚Äòdata mine‚Äô in order to produce reports of efficacy of treatments we provi
OCR Data Scientist,"Boston, MA 02199 (Back Bay area)",iQuartic,"ResponsibilitiesThe Senior Data Science Engineer will work closely with the software engineering team and domain experts at IQuartic, leverage OCR and machine learning techniques to develop digitization software for medical record scans.You will bring the"
Senior Data Scientist,"Fort Lee, NJ 07024",TRANZACT,"How the Position WorksThe Data Scientist reports to the VP of Data Science and Analytics and is responsible for gathering data, conducting analysis, building predictive algorithms and communicating findings to drive profitable growth and performance acros"
Staff Data Scientist,"San Diego, CA 92112",Intuit,Intuit is hiring a Staff Data scientist to focus on our Consumer Tax Group. We are looking for exceptional talent that can improve the bottom lines of our TurboTax offerings.
Jr. Data Scientist,"New York, NY",Iovate Health Sciences International Inc.,"If you are a highly motivated individual with a passion for health & wellness along with a commitment to excellence, we want YOU! Iovate is the maker of the MuscleTech, Six Star and Hydroxycut family of products and the leader in the active nutrition, wei"
Principal Data Scientist,"Chevy Chase, MD",GEICO,"GEICO's Data Science team uses predictive analytics and innovative machine learning models to create value from data. We solve problems across GEICO, from Marketing to Claims and Underwriting, and are responsible for developing and driving strategic model"
Senior Biotech Laboratory Technician/Data Analyst Updated 2/28/2020,"Los Angeles, CA 90034 (Palms area)","Laragen, Inc","Laragen, Inc is a biotech company specializing in genomics services. For more than 20 years, we have served academic institutions and private industrial sectors worldwide.We are currently looking for a senior laboratory technician/data analyst. Main job r"
"Senior Data Scientist, Analytics Platform as a Service","Boston, MA 02109 (Downtown area)",Humana,"Description
The Senior Data Scientist uses mathematics, statistics, modeling, business analysis, and technology to transform high volumes of complex data into advanced analytic solutions. The Senior Data Scientist work assignments involve moderately compl"
Senior Data Scientist,"Chevy Chase, MD",GEICO,"GEICO‚Äôs Data Science team uses predictive analytics and innovative machine learning models to create value from data. We solve problems across GEICO, from Marketing to Claims and Underwriting, and are responsible for developing and driving strategic mod"
"Data Scientist, Recommendations","New York, NY 10011 (Greenwich Village area)",Tapestry,"Explore the possibilities across our global house of brands.
Defined by inclusivity rather than exclusivity, Tapestry embraces the exploration of individuality and invests in helping you grow personally and professionally. Every individual in our global h"
Product Data Scientist,"Toronto, OH",Coffee Meets Bagel,"Coffee Meets Bagel
Coffee Meets Bagel's mission is to inspire singles to share and connect authentically. The app curates quality matches with fuller profiles that result in real conversations. Globally, CMB has generated millions of real dates and thousa"
Data Scientist - Customer Success Team,"San Diego, CA 92127 (Rancho Bernardo area)",Teradata,"Location: San Diego, CA

As a Data Scientist Senior Associate, you will be responsible for supporting Teradata‚Äôs Customer Success team by helping us leverage the power of data to unlock new insights about Teradata‚Äôs business operations. Your primary r"
Data Scientist AI-ML,"Hartford, CT",InterSources Inc,"Years of Experience: 10 ‚Äì 15 yearsEducation: PhDJob Description: ¬∑ A graduate with a Bachelor‚Äôs Degree in Computer Science or Engineering Discipline, Data Science or equivalent training and experience.¬∑ Concentrations in AI/ML preferred.¬∑ Must have"
Data Scientist,"Washington, DC 20535 (Penn Quarter area)",Federal Bureau of Investigation,"Position: Data Scientist, GS-13/14
Division: Inspection Division
Unit: Compliance & Mitigation
Location: Washington, D.C.
Working Hours: 8:00am - 4:30pm (flexible)
Salary: GS-13, $102,663-$133,465.00
 GS-14, $121,316-$157,709.00
Full Performance level: GS"
Data Analyst/Data Scientist,"Portland, OR 97202 (Hosford-Abernethy area)",Cascade Data Labs,Cascade Data Labs is a boutique consulting agency with end-to-end experience helping Fortune 500 companies form and execute their analytics strategy and infrastructure. We believe strongly that the difference between analytics success and failure comes do
Data Scientist - Strategic Data Science,"New York, NY","Two Sigma Investments, LLC.","Two Sigma is a different kind of investment manager. Since 2001, we have used data science and technology to derive insights to forecast the future and discover value in markets worldwide. Our team of scientists, technologists and academics looks beyond t"
Data Scientist,"Calabasas, CA 91302",Anchor Loans LP,"Anchor Loans is the nation‚Äôs leading provider of quick bridge funding to fix-and-flip investors‚Äîoriginating more than 16,000 loans totaling over $7.25 billion since its founding in 1998. Anchor‚Äôs experience, relationships and proprietary Fintech tec"
Data Scientist,"Seattle, WA",ERNIESYS,"Number of openings | 01
Job ID | 2019-1014
Job Locations | US-WA-Seattle
Position Type | Full Time/Contract
Posted Date | 25/02/2019
How would you like to work in a highly dynamic Health care startup? Erniesys is looking for a Data scientist for a Healthc"
Data and Machine Learning Scientist,"Thousand Oaks, CA 91362",Amgen,"Career Category
Scientific
Job Description
Amgen is dedicated to discovering transformative medicines that address the leading causes of death and disability. We are seeking highly qualified data scientists to join our research team to apply data science "
Senior Data Scientist,"Fort Lee, NJ 07024",TRANZACT,"How the Position WorksThe Data Scientist reports to the VP of Data Science and Analytics and is responsible for gathering data, conducting analysis, building predictive algorithms and communicating findings to drive profitable growth and performance acros"
OCR Data Scientist,"Boston, MA 02199 (Back Bay area)",iQuartic,"ResponsibilitiesThe Senior Data Science Engineer will work closely with the software engineering team and domain experts at IQuartic, leverage OCR and machine learning techniques to develop digitization software for medical record scans.You will bring the"
Senior Data Scientist,"Louisville, KY",Humana,"Description
The Senior Data Scientist uses mathematics, statistics, modeling, business analysis, and technology to transform high volumes of complex data into advanced analytic solutions. The Senior Data Scientist work assignments involve moderately compl"
Senior Data Scientist,"Louisville, KY",Humana,"Description
The Senior Data Scientist uses mathematics, statistics, modeling, business analysis, and technology to transform high volumes of complex data into advanced analytic solutions. The Senior Data Scientist work assignments involve moderately compl"
"Senior Data Scientist, Analytics Platform as a Service","Boston, MA 02109 (Downtown area)",Humana,"Description
The Senior Data Scientist uses mathematics, statistics, modeling, business analysis, and technology to transform high volumes of complex data into advanced analytic solutions. The Senior Data Scientist work assignments involve moderately compl"
Senior Data Scientist,"Chevy Chase, MD",GEICO,"GEICO‚Äôs Data Science team uses predictive analytics and innovative machine learning models to create value from data. We solve problems across GEICO, from Marketing to Claims and Underwriting, and are responsible for developing and driving strategic mod"
Language Researcher / Data Analyst,"Phoenix, AZ",TransPerfect Translations Inc.,"Language Researcher / Data Analyst

We are looking for speakers of several languages to join us on a new innovative and interesting job to improve Artificial Intelligence (i.e. as speech or text recognition, input methods, keyboard/swipe technology or oth"
Data Scientist,"San Diego, CA",The RiverStone Group,"Job Title
Data Scientist
Summary
As a key member of our team at RiverStone, you will be collaborating with different engineering and operations teams and leading development machine learning solutions for a variety of tasks and projects. You will be respo"
Data Scientist - Intelligence,"Washington, DC 20003 (Navy Yard area)",LOCKHEED MARTIN CORPORATION,"The coolest jobs on this planet‚Ä¶ or any other‚Ä¶ are with Lockheed Martin Space.
At the dawn of a new space age, Lockheed Martin is a pioneer, partner, innovator and builder. Our amazing men and women are on a mission to make a difference in the world a"
Data Scientist - WEHCO Media,"Little Rock, AR 72201 (Downtown CBD area)",Arkansas Democrat-Gazette,"WEHCO Digital Media is looking for a Data Scientist who will support our product, sales, leadership and marketing teams with insights gained from analyzing company data. The ideal candidate is adept at using large data sets to find opportunities for produ"
Data Scientist Advanced Analytics,"Hershey, PA 17033",The Hershey Company,"Job Location: 19 E. Chocolate Ave. Hershey, PA 17033Job Summary:This role is part of an organization that uncovers insights to benefit Hershey‚Äôs consumers, shoppers, employees, and retailers. Hershey‚Äôs Advanced Analytics group provides insights and re"
Junior Data Scientist,"Boca Raton, FL 33487",Orangetheory Fitness,"Job Posting Details:
The Junior Data Scientist assesses applicability of different AI/ML methods for different use cases. The Junior Data Scientist builds advanced analytics solutions in a production environment, draws insights from large or complex data "
Data Scientist,"Pleasanton, CA",Infostretch Corporation,"Job Description
Infostretch is looking for a Data Scientist with minimum 7+ years of experience in Modeling.The resource works as a member of a research engineering team responsible for researching, evaluating, and piloting information technology innovati"
Machine Learning Data Scientist,"Chicago, IL 60604 (The Loop area)",Wolverine Trading,"We are looking for a Statistical Machine Learning expert to be a member of our Quantitative Research team. You will be using large data sets to create trading strategies, improve trading, quantitative research and data mining. This work will be challengin"
Statistician / Data Scientist (Forecasting),"St. Louis, MO 63102 (Near North Riverfront area)",Federal Reserve Bank of St. Louis,"Statistician / Data Scientist (Forecasting)-262670
Federal Reserve Bank of St. Louis
Primary Location MO-St. Louis
Full-time / Part-time Full-time
Employee Status Regular
Overtime Status Exempt
Job Type Experienced
Travel Yes, 5 % of the Time
Shift Day Jo"
Data Scientist / Analyst,"Cromwell, CT 06416",DSM i-Health,Positional Responsibility:  Data Scientist/ AnalystTimeframe:  Estimated 3 - 6 month contract initialActivities and Deliverables: Develop new data sets and analyses required to generate actionable market insights based on business data intelligence or con
OCR Data Scientist,"Boston, MA 02199 (Back Bay area)",iQuartic,"ResponsibilitiesThe Senior Data Science Engineer will work closely with the software engineering team and domain experts at IQuartic, leverage OCR and machine learning techniques to develop digitization software for medical record scans.You will bring the"
Senior Data Scientist,"Fort Lee, NJ 07024",TRANZACT,"How the Position WorksThe Data Scientist reports to the VP of Data Science and Analytics and is responsible for gathering data, conducting analysis, building predictive algorithms and communicating findings to drive profitable growth and performance acros"
Staff Data Scientist,"San Diego, CA 92112",Intuit,Intuit is hiring a Staff Data scientist to focus on our Consumer Tax Group. We are looking for exceptional talent that can improve the bottom lines of our TurboTax offerings.
Jr. Data Scientist,"New York, NY",Iovate Health Sciences International Inc.,"If you are a highly motivated individual with a passion for health & wellness along with a commitment to excellence, we want YOU! Iovate is the maker of the MuscleTech, Six Star and Hydroxycut family of products and the leader in the active nutrition, wei"
Principal Data Scientist,"Chevy Chase, MD",GEICO,"GEICO's Data Science team uses predictive analytics and innovative machine learning models to create value from data. We solve problems across GEICO, from Marketing to Claims and Underwriting, and are responsible for developing and driving strategic model"
Senior Biotech Laboratory Technician/Data Analyst Updated 2/28/2020,"Los Angeles, CA 90034 (Palms area)","Laragen, Inc","Laragen, Inc is a biotech company specializing in genomics services. For more than 20 years, we have served academic institutions and private industrial sectors worldwide.We are currently looking for a senior laboratory technician/data analyst. Main job r"
"Senior Data Scientist, Analytics Platform as a Service","Boston, MA 02109 (Downtown area)",Humana,"Description
The Senior Data Scientist uses mathematics, statistics, modeling, business analysis, and technology to transform high volumes of complex data into advanced analytic solutions. The Senior Data Scientist work assignments involve moderately compl"
OCR Data Scientist,"Boston, MA 02199 (Back Bay area)",iQuartic,"ResponsibilitiesThe Senior Data Science Engineer will work closely with the software engineering team and domain experts at IQuartic, leverage OCR and machine learning techniques to develop digitization software for medical record scans.You will bring the"
NLP Scientist Intern,"Dallas, TX",Pieces Technologies,"Healthcare is about decision-making ‚Äì and the best decisions are those made with complete and comprehensive data. At Pieces Technologies, we collect and deliver data from every part of the patient care journey to help healthcare providers and social ser"
Data Scientist,"Tampa, FL 33607 (Tampa International Airport Area area)",Restaurant Magic Software,"The Data Scientist builds the foundation for Restaurant Magic (RM) Data Central (DC) and its‚Äô progress in the AI & ML space. The Data Scientist will work with various stakeholders to understand the domain of Data Central and how it helps manage margin, "
"Data Scientist, Analytics - Payment Risk","Menlo Park, CA",Facebook,"Payments Risk team is responsible for the integrity of 30+ payment products across Facebook's family of apps including IG, WA, etc. FB processes tens of billions of dollars annually for advertisers, partners, and users. Ads, Messenger Payments, Event Tick"
Senior Data Scientist,"Seattle, WA",Brightloom,"The Role:
Brightloom is creating an entirely new category of software-as-a-service for consumer brands -- the Customer Growth Platform. This first-of-its-kind platform enables automated digital engagement and personalized loyalty programs to transform cus"
Data Scientist,"Washington, DC",Tetra Tech,Tetra Tech is looking for a customer-oriented Data Solution Architect to join our team and support a growing project team at the Federal Aviation Administration (FAA). Qualified candidates will have experience working in a client facing environment and pr
Applied Scientist (Remote),Remote,Yelp,"Are you intrigued by data? Yelp has hundreds of millions of pieces of user-contributed content, millions of users and business listings, and hundreds of thousands of advertising customers ‚Äì and all of these numbers are constantly growing. Making sense o"
"Intern, Data Science DHX","San Francisco, CA",Autodesk,"The intern working on this project will be joining the Data Science Team that is part of the Digital Help organization at Autodesk. Our company has a wide collection of products, and our users are passionate about using them to get their work and hobby pr"
Data Science Intern (Summer 2020),"Chicago, IL 60604 (The Loop area)",Wolverine Trading,"Data Science Intern (Summer 2020)

Data Science Intern (Summer 2020) at Wolverine Trading
If you want to understand the data of modern markets at the deepest level and dive into quantitative trading, the data science research internship is right for you. "
Data Scientist GS-14,"Washington, DC 20535 (Penn Quarter area)",Federal Bureau of Investigation,"Position: Data Scientist, GS-14
Division: Security Division
Unit: Mission Support Unit
Location: Washington, DC
Working Hours: 8:00am - 4:30pm (Flexible)
Salary: GS-14 $121,316.00 - $157,709.00
Full Performance level: GS-14
Number of Positions Available: "
Data Scientist,"Chicago, IL 60654 (Goose Island area)","Groupon, Inc.","Are you passionate about solving interesting and challenging big data problems? Do you have expertise and interest in working on interesting business problems using large-scale analytics and algorithms? If yes, you could be a great fit for this role with "
Senior Data Scientist,"Fort Lee, NJ 07024",TRANZACT,"How the Position WorksThe Data Scientist reports to the VP of Data Science and Analytics and is responsible for gathering data, conducting analysis, building predictive algorithms and communicating findings to drive profitable growth and performance acros"
Senior Data Scientist,"Chevy Chase, MD",GEICO,"GEICO‚Äôs Data Science team uses predictive analytics and innovative machine learning models to create value from data. We solve problems across GEICO, from Marketing to Claims and Underwriting, and are responsible for developing and driving strategic mod"
Senior Data Scientist,"Louisville, KY",Humana,"Description
The Senior Data Scientist uses mathematics, statistics, modeling, business analysis, and technology to transform high volumes of complex data into advanced analytic solutions. The Senior Data Scientist work assignments involve moderately compl"
"Senior Data Scientist, Analytics Platform as a Service","Boston, MA 02109 (Downtown area)",Humana,"Description
The Senior Data Scientist uses mathematics, statistics, modeling, business analysis, and technology to transform high volumes of complex data into advanced analytic solutions. The Senior Data Scientist work assignments involve moderately compl"
Senior Data Scientist,"Chevy Chase, MD",GEICO,"GEICO‚Äôs Data Science team uses predictive analytics and innovative machine learning models to create value from data. We solve problems across GEICO, from Marketing to Claims and Underwriting, and are responsible for developing and driving strategic mod"
Data Scientist,"Allen Park, MI",Aptiv,"SHAPE THE FUTURE OF MOBILITY FROM DAY ONE.
This position is part of our Connected Services segment and is located in Allen Park, Michigan.
Summary:
Reporting to the Data Science Manager, the Data Scientist will be a key member of Aptiv Connected Services‚"
"Senior Data Scientist, Business Analytics","Mountain View, CA 94041",Intuit,We are looking for a great data scientist for our Quickbooks Online (QBO) business. Quickbooks is used by over 5MM SMBs globally to run their businesses and we are the team responsible for using our data to answer the most critical questions facing the QB
Data Scientist,"Brookfield, WI 53005",Milliman,"Job Details
Description
Milliman is seeking a Data Scientist major to join our Milliman M-PIRe team to build data-driven tools that provide insight to clients investing in the mortgage market. M-PIRe is an industry leading Software as a Service tool that "
Data Scientist II,"Los Angeles, CA 90017 (Westlake area)",L.A. Care Health Plan,"Established in 1997, L.A. Care Health Plan is an independent public agency created by the state of California to provide health coverage to low-income Los Angeles County residents. We are the nation‚Äôs largest publicly operated health plan. Serving more "
Data Scientist Summer Intern,"Jersey City, NJ",Aspire Lifestyles,"Aspire Lifestyles Hiring Summer Intern - Data ScientistAspire Lifestyles is a global leader and concierge industry pioneer with nearly 30 years of experience designing and managing high performance concierge programs and customer loyalty solutions.
At Asp"
Data Scientist,"San Diego, CA",Veyo Logistics,Veyo is using its platform and app-based transportation services to reinvent the medical logistics world. Our company is using technology to pioneer new operational models to help make transportation more powerful and more reliable for the healthcare indu
"Data Scientist, Forecasting","San Francisco, CA 94105 (Financial District area)",Geli,"Job Summary
Geli is looking for an experienced Data Scientist with a strong software development background in Python to join a driven data analytics team. Your primary responsibility will be to lead the development of our time series forecasting models f"
Data Scientist,"Washington, DC 20535 (Penn Quarter area)",Federal Bureau of Investigation,"Position: Data Scientist, GS-13/14
Division: Inspection Division
Unit: Compliance & Mitigation
Location: Washington, D.C.
Working Hours: 8:00am - 4:30pm (flexible)
Salary: GS-13, $102,663-$133,465.00
 GS-14, $121,316-$157,709.00
Full Performance level: GS"
Data Scientist,"New York, NY",viagogo,"viagogo is an industry-leading entertainment marketplace dedicated to helping people attend their favorite live events. We are expecting rapid growth after acquiring Stubhub.

Our team of data scientists uses data to automate manual processes and human de"
Data Scientist,"Seattle, WA",ERNIESYS,"Number of openings | 01
Job ID | 2019-1014
Job Locations | US-WA-Seattle
Position Type | Full Time/Contract
Posted Date | 25/02/2019
How would you like to work in a highly dynamic Health care startup? Erniesys is looking for a Data scientist for a Healthc"
Senior Data Scientist,"Fort Lee, NJ 07024",TRANZACT,"How the Position WorksThe Data Scientist reports to the VP of Data Science and Analytics and is responsible for gathering data, conducting analysis, building predictive algorithms and communicating findings to drive profitable growth and performance acros"
OCR Data Scientist,"Boston, MA 02199 (Back Bay area)",iQuartic,"ResponsibilitiesThe Senior Data Science Engineer will work closely with the software engineering team and domain experts at IQuartic, leverage OCR and machine learning techniques to develop digitization software for medical record scans.You will bring the"
Senior Data Scientist,"Louisville, KY",Humana,"Description
The Senior Data Scientist uses mathematics, statistics, modeling, business analysis, and technology to transform high volumes of complex data into advanced analytic solutions. The Senior Data Scientist work assignments involve moderately compl"
Senior Data Scientist,"Chevy Chase, MD",GEICO,"GEICO‚Äôs Data Science team uses predictive analytics and innovative machine learning models to create value from data. We solve problems across GEICO, from Marketing to Claims and Underwriting, and are responsible for developing and driving strategic mod"
Senior Data Scientist,"Louisville, KY",Humana,"Description
The Senior Data Scientist uses mathematics, statistics, modeling, business analysis, and technology to transform high volumes of complex data into advanced analytic solutions. The Senior Data Scientist work assignments involve moderately compl"
Amway Data Scientist Internship,"Ada, MI",Amway Inc.,"About Our Internship Program:
Here at Amway, our interns develop through real world experience and are assigned meaningful projects that challenge and allow for personal growth. All Interns receive project support and on-going performance feedback from a "
Machine Learning Internships- New Jersey (Summer 2020),"Basking Ridge, NJ 07920",Perspecta Labs,"Business Group Highlights

Perspecta Labs

Perspecta Labs generates transformative applied research to fuel solutions for our customers‚Äô unique challenges. We are a self-sustaining research center within Perspecta that provides applied research and engi"
Data Scientist,"Chicago, IL 60604 (The Loop area)",Army Enterprise Marketing Office,"Serve in the office responsible for the Army's national level marketing efforts. Provide strategic direction, analysis, and oversight of the program's research and data management function. Control marketing databases, and systems. Perform data analysis o"
Data Scientist/Developer I,"Boston, MA 02114 (West End area)",Massachusetts General Hospital(MGH),"About this Job
We are looking for data scientists with good background in math/engineering to design and implement new data exploration techniques for real healthcare environments.
Come join us!
The Medical Analytics Group at Massachusetts General Hospita"
"Data Scientist, Operations Data Science","Mountain View, CA",Google,"Minimum qualifications:
Master's degree in Operations Research, Industrial Engineering, Statistics, related field, or equivalent practical experience.
2 years of relevant work experience (e.g., as a data scientist) or equivalent. Analytical engagements ou"
Data Scientist,"New York, NY","Remedy BPCI Partners, LLC.","DS/ML stack:
Languages: Python, Spark, SQL
Algorithms: Classifications, Regressions, Neural Networks, Time series, Graphs
Infrastructure: AWS (EMR, EC2, S3, etc)
Visualization: Tableau or similar
What will you do?
Develop and/or use various algorithms to "
Intern- Analytics & Data Science - Fall 2020,"Phoenix, AZ 85021 (North Mountain area)",Blue Cross Blue Shield of Arizona,"INTERN ‚Äì Performs job Functions under general supervision or peer review
Assist with analyses in support of providing analytical solutions to current and new projects.
Contribute to ad-hoc projects.
Assist in creating and modifying reports.
Participate "
Data Scientist,"Boston, MA",Reputation Institute,"Office Location| Boston, US

Reputation Institute helps leaders at the world's largest companies build credibility with the people that matter most ‚Äîby delivering data-driven insights about how they are truly perceived. We do this with RepTrak¬Æ, an unr"
Data Scientist,"Burlingame, CA 94010",Finrise,"Who you are

The first Data Scientist at Finrise will play an imperative role in enabling patient financing for out-of-pocket healthcare expenses. You recognize that 56% of Americans with a less than ideal FICO Score need new ways to evaluate creditworthi"
Sr. Data Scientist,"Allen, TX 75013",Frontier Communications,"About Frontier Communications
Frontier¬Æ Communications provides communications services to urban, suburban, and rural communities in 29 states. Frontier offers a variety of services to residential customers over its FiOS¬Æ and Vantage‚Ñ¢ fiber-optic and "
Senior Data Scientist,"Fort Lee, NJ 07024",TRANZACT,"How the Position WorksThe Data Scientist reports to the VP of Data Science and Analytics and is responsible for gathering data, conducting analysis, building predictive algorithms and communicating findings to drive profitable growth and performance acros"
OCR Data Scientist,"Boston, MA 02199 (Back Bay area)",iQuartic,"ResponsibilitiesThe Senior Data Science Engineer will work closely with the software engineering team and domain experts at IQuartic, leverage OCR and machine learning techniques to develop digitization software for medical record scans.You will bring the"
"Senior Data Scientist, Analytics Platform as a Service","Boston, MA 02109 (Downtown area)",Humana,"Description
The Senior Data Scientist uses mathematics, statistics, modeling, business analysis, and technology to transform high volumes of complex data into advanced analytic solutions. The Senior Data Scientist work assignments involve moderately compl"
Senior Data Scientist,"Louisville, KY",Humana,"Description
The Senior Data Scientist uses mathematics, statistics, modeling, business analysis, and technology to transform high volumes of complex data into advanced analytic solutions. The Senior Data Scientist work assignments involve moderately compl"
"Senior Data Scientist, Analytics Platform as a Service","Boston, MA 02109 (Downtown area)",Humana,"Description
The Senior Data Scientist uses mathematics, statistics, modeling, business analysis, and technology to transform high volumes of complex data into advanced analytic solutions. The Senior Data Scientist work assignments involve moderately compl"
Data Scientist Advanced Analytics,"Hershey, PA 17033",The Hershey Company,"Job Location: 19 E. Chocolate Ave. Hershey, PA 17033Job Summary:This role is part of an organization that uncovers insights to benefit Hershey‚Äôs consumers, shoppers, employees, and retailers. Hershey‚Äôs Advanced Analytics group provides insights and re"
DATA SCIENTIST,"Denver, CO 80202 (Central Business District area)",Decentrix,"Decentrix offers an exciting opportunity to individuals with the right skill set and background to join our elite team and work with the most advanced data science and analytics technologies. As a data scientist, you create value by discovering actionable"
Junior Data Scientist,"Chesterfield, MO 63017",Berkley,"Company Details:
JUNIOR DATA SCIENTIST ‚Äì ENTRY LEVEL
Midwest Employers Casualty (MEC) is a member of the W. R. Berkley Corporation, a fortune 500 company, rated A+ (Superior) by A.M. Best Company, based in Chesterfield, MO. We improve the quality of lif"
Data Scientist,"Burlingame, CA 94010",Finrise,"Who you are

The first Data Scientist at Finrise will play an imperative role in enabling patient financing for out-of-pocket healthcare expenses. You recognize that 56% of Americans with a less than ideal FICO Score need new ways to evaluate creditworthi"
Data Scientist,"Boulder, CO",Specialized,Do you have a passion for harnessing diverse datasets to drive consumer experiences and business outcomes? Are you simultaneously comfortable with statistical analysis/inference and modern deep learning and machine learning approaches? Can you combine a d
Data Scientist,"San Francisco, CA",BICP,"As a Data Scientist at BICP your role is to analyze, visualize, and model data. You‚Äôll build and implement machine learning models to make more efficient and effective decisions. We are looking for a mixture between a statistician, scientist, machine le"
Data Scientist,"San Jose, CA",WeRide.ai,"This role requires you work closely with a variety of teams (Planning, Decision, Prediction, Simulation, Product) to analyze and leverage wide variety of data from road test and simulated driving in order to improve the self-driving performance of WeRide'"
"Data Scientist (Maplewood, MN)","Maplewood, MN",3M,"At 3M, we apply science in collaborative ways to improve lives. With $33 billion in sales, our 93,000 employees connect with customers all around the world.
3M has a long-standing reputation as a company committed to innovation. We provide the freedom to "
Data Scientist,"San Diego, CA",Epic Games,"Psyonix, part of the Epic Games family, is a video game developer located in downtown San Diego. Best known for Rocket League, the award-winning game that combines soccer, driving, and highly competitive and addictive game play, we are an industry-leading"
"Data Scientist, Operations Data Science","Mountain View, CA",Google,"Minimum qualifications:
Master's degree in Operations Research, Industrial Engineering, Statistics, related field, or equivalent practical experience.
2 years of relevant work experience (e.g., as a data scientist) or equivalent. Analytical engagements ou"
OCR Data Scientist,"Boston, MA 02199 (Back Bay area)",iQuartic,"ResponsibilitiesThe Senior Data Science Engineer will work closely with the software engineering team and domain experts at IQuartic, leverage OCR and machine learning techniques to develop digitization software for medical record scans.You will bring the"
Senior Data Scientist,"Fort Lee, NJ 07024",TRANZACT,"How the Position WorksThe Data Scientist reports to the VP of Data Science and Analytics and is responsible for gathering data, conducting analysis, building predictive algorithms and communicating findings to drive profitable growth and performance acros"
Senior Data Scientist,"Chevy Chase, MD",GEICO,"GEICO‚Äôs Data Science team uses predictive analytics and innovative machine learning models to create value from data. We solve problems across GEICO, from Marketing to Claims and Underwriting, and are responsible for developing and driving strategic mod"
Senior Data Scientist,"Louisville, KY",Humana,"Description
The Senior Data Scientist uses mathematics, statistics, modeling, business analysis, and technology to transform high volumes of complex data into advanced analytic solutions. The Senior Data Scientist work assignments involve moderately compl"
"Senior Data Scientist, Analytics Platform as a Service","Boston, MA 02109 (Downtown area)",Humana,"Description
The Senior Data Scientist uses mathematics, statistics, modeling, business analysis, and technology to transform high volumes of complex data into advanced analytic solutions. The Senior Data Scientist work assignments involve moderately compl"
Senior Data Scientist,"Chevy Chase, MD",GEICO,"GEICO‚Äôs Data Science team uses predictive analytics and innovative machine learning models to create value from data. We solve problems across GEICO, from Marketing to Claims and Underwriting, and are responsible for developing and driving strategic mod"
OCR Data Scientist,"Boston, MA 02199 (Back Bay area)",iQuartic,"ResponsibilitiesThe Senior Data Science Engineer will work closely with the software engineering team and domain experts at IQuartic, leverage OCR and machine learning techniques to develop digitization software for medical record scans.You will bring the"
Data Scientist,"Draper, UT 84020",Progressive Leasing,"Job Description:
As a Data Scientist, you will blend analytics, data mining, machine learning, and software engineering to build algorithms that will result in massive improvements to the way we do business. You will be responsible for developing and impr"
